ID,Consultant,URL,Duplicate/Unique,Search_Term,DateRetrieved,DatePublished,Job_Field,Job_Level,Job_title,Industry,Company,Experience LL (in years),Experience UL (in years),City,Country,Employment type,Work Setting,Payment Frequency,Currency,Salary LL,Salary UL,English proficiency,Additional_languages,Educational qualifications (if they need more than 1),Diploma,BSc,MSc,Mphil,Dphil/PhD,CIMA,ACCA,CIM,CA,CFA,Chartered Engineer,AI,Natural_Language_Processing(NLP),Data_Pipelines,Machine_Learning,Deep Learning,Computer_vision,Data_visualization,Data_warehouse,BigData,Data_management,Data_mining,Data_science,Bayesian,Optimization,Numerical_Analysis,IOT,Data_translation,Modelling,VBA macro,EDA,Hypothesis Testing,Data Analytics,Statistics,Data Cleaning,Survey Design,Dashboard Creation,Data Governance,Data Stratergy,Data Policy,Data Engineering,Software_development_process,Data Structuring,R,SAS,SPSS,Python,MAtlab,Scala,C#,Java,C++,C,Bash,Tensorflow,pyspark,YOLO,Vertica,SOQL,SOSL,MS Word,Ms Excel,Ms Access,Ms PowerPoint,Spreadsheets,Quickbooks,Outlook,Google_Analytics,Microsoft Power BI,Tableau,D3,Qlik,KNIME,Spotfire,Data Studio,Linux/Unix,OLE/DB,SQL,NoSQL,RDBMS,Oracle,MySQL,MongoDB,PostgreSQL,MPP_Platforms,SPL,Shopify,Looker,Snowflake,MixPanel,Alteryx,Spark,Kafka,Hadoop,Pig,Hive,Map/Reduce,Impala,Storm,Google_Cloud,AWS,cloud_storage,S3,Redshift,DigitalOcean,Teradata,Solr,Elasticsearch,EC2,EMR,Athena,DynamoDB,Safe Habour,Glue,Lambda,RDS,Kinesis,ECS,Fargate,Presentation_Skills,Communication,Problem_Solving,Team_Handling,agile execution,Analytical Skills,Intepretation,Project Management,Entrepreneurial Skills,Motivation,Time Management,Report Writting,Multi-tasking,Data_marketing,SEO,graphics_and_design_skills,Content_Management,Economic,Finance_Knowledge,Investment_Knowledge,Debtor_reconcilation,Payroll_management,Flash_Actionscript,web_design_and_development_tools,Wordpress,PHP,Javascript,Web_Analytic_tools,Recruitments,Payrolls,Branding,ETL/ELT,VMware,Azure,Saleforce Data Loader,Copado Data Deployer,Talend open studio,Experience with remote sensing,Shell,Go,PyTorch,ArcGIS,PostGIS,STATA,Leadership,Collaboration Skills,Research Skills,Crystal Reports
11,Kavya,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3409542113,Unique,Data Engineer,06-01-23,23-12-22,Data Science,Senior,Machine Learning Engineer,,Synopsys,2,4,NA,Sri Lanka,Full-time,Remote,NA,NA,NA,NA,0,NA,0,0,"Computer Science, Electronics",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Kavya,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3419684030,Unique,Data Engineer,06-01-23,06-01-23,Data Science,Associate,Data Scientist,,JKH,3,3,Colombo,Sri Lanka,Full-time,NA,NA,NA,NA,NA,0,NA,0,0,0,"CS, Math, Statistics, OR",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Kavya,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3411056563&start=24,Unique,Data Scientist,06-01-23,23-12-22,Data Science,Senior,AWS Lead Data Engineer,,Nagarro,2,5,NA,Sri Lanka,Full-time,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Kavya,https://www.linkedin.com/jobs/search/?currentJobId=3419692785&keywords=data&refresh=true,Unique,Data Scientist,06-01-23,04-01-23,Data Science,Senior,Lead Data Engineer,,Dialog,5,5,Colombo,Sri Lanka,Full-time,NA,NA,NA,NA,NA,0,NA,0,0,"IT, Mathematics, Statistics",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Kavya,https://www.linkedin.com/jobs/search/?currentJobId=3400389047&geoId=100446352&keywords=AI&location=Sri%20Lanka&refresh=true,Unique,AI Engineer,06-01-23,23-12-22,Data Science,Senior,Machine Learning Researcher,,APAC,NA,NA,NA,NA,Full-time,Remote,NA,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Kavya,https://www.google.com/search?q=data+science+jobs+in+dubai&oq=data+science+jobs+in+dubai&aqs=chrome..69i57j0i512j0i22i30l8.4948j0j7&sourceid=chrome&ie=UTF-8&ibp=htl;jobs&sa=X&ved=2ahUKEwjQx5TcjsT8AhUccWwGHUyvDQUQkd0GegQIDBAB#fpstate=tldetail&htivrt=jobs&htiq=data+science+jobs+in+dubai&htidocid=xiFca_vUgtoAAAAAAAAAAA%3D%3D&sxsrf=AJOqlzXabc4eKdWyMhTTQvvPWcD0M9bvbA:1673598087806,#VALUE!,Data science jobs in Dubai,13-01-23,23-12-22,Data Science,Associate,Data Scientist,NA,Eurasian Resource Group,NA,NA,Dubai,UAE,Full-time,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Kavya,"https://www.glassdoor.com/Job/dubai-data-scientist-jobs-SRCH_IL.0,5_IC2204498_KO6,20.htm",Unique,Data science jobs in Dubai,13-01-23,06-01-23,Data Science,Associate,Product Data Scientist,Cryptocurrency,Binance,4,4,Dubai,UAE,Full-time,Remote,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Kavya,"https://www.glassdoor.com/Job/auckland-auckland-data-scientist-jobs-SRCH_IL.0,17_IC3525162_KO18,32.htm?src=GD_JOB_AD&srs=ALL_RESULTS&jl=1008398409473&ao=1136043&s=345&guid=00000185aa5e3ac8b4a06c4076b11424&pos=101&t=SR-JOBS-HR&vt=w&uido=9732854E2874D4514C7241E97E704B73&cs=1_84da1eac&cb=1673600580469&jobListingId=1008398409473&jrtk=3-0-1gml5senri3bf801-1gml5seolgaiu800-32428e1dd108c4fd-",#VALUE!,Data science jobs in new zealand,13-01-23,11-01-23,Data Science,Associate,Data Scientist,Research,New Zealand Governement,NA,NA,Auckland,New Zealand,Full-time,NA,NA,NZ $,70000,127000,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Kavya,"https://www.glassdoor.com/Job/auckland-data-scientist-jobs-SRCH_IL.0,8_IC3525162_KO9,23.htm?fromAge=7",Unique,Data science jobs in new zealand,13-01-23,12-01-23,Business Analytics,Senior,Business Analyst,Research,New Zealand Governement,NA,NA,Auckland,New Zealand,Full-time,NA,Monthly,NZ $,79000,101000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Kavya,"https://www.glassdoor.com/Job/remote-machine-learning-engineer-jobs-SRCH_IL.0,6_IS11047_KO7,32.htm?src=GD_JOB_AD&srs=ALL_RESULTS&jl=1008400099197&ao=1136043&s=345&guid=00000185aa782e579d4a1393627a4f8d&pos=101&t=SR-JOBS-HR&vt=w&uido=9732854E2874D4514C7241E97E704B73&ea=1&cs=1_21393334&cb=1673602281388&jobListingId=1008400099197&jrtk=3-0-1gml7gbk8j45v801-1gml7gbktgajt800-78c6a249ff222d5d-",#VALUE!,machine learning engineer,13-01-23,13-01-23,AI,Associate,AI Engineer,Automobile,Devcare Solutions,NA,NA,NA,USA,Full-time,Remote,Hourly,US $,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Kavya,"https://www.glassdoor.com/Job/remote-machine-learning-engineer-jobs-SRCH_IL.0,6_IS11047_KO7,32.htm?src=GD_JOB_AD&srs=ALL_RESULTS&jl=1008400099197&ao=1136043&s=345&guid=00000185aa782e579d4a1393627a4f8d&pos=101&t=SR-JOBS-HR&vt=w&uido=9732854E2874D4514C7241E97E704B73&ea=1&cs=1_21393334&cb=1673602281388&jobListingId=1008400099197&jrtk=3-0-1gml7gbk8j45v801-1gml7gbktgajt800-78c6a249ff222d5d-",#VALUE!,machine learning engineer,13-01-23,13-01-23,AI,NA,Machine Learning Engineer,NA,Whiztekcorp,10,10,NA,USA,Full-time,Remote,Annually,US $,86000,22500,0,0,0,0,Computer Science,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
